Zip_Code,Dwelling_Type,Nr_Bedrooms,Nr_Bathrooms,Approx_SQFT,Price_per_SqFt,Property_Type,Dwelling_Styles,Year_Built,Approx_Lot_SqFt,Pool,HOA_Fee,Land_Lease_Fee,Clubhouse_Rec_Room,Basement,RV_Gate,List_Price,Sold_Price,Building_Style,Gated_Community,Workout_Facility,Garage_Spaces,Carport_Spaces,Loan_Type,Payment_Type,Buyer_Concession_to_Seller,Buyer_Concession_$/%,Seller_Concession_to_Buyer,Seller_Concession_$/%
85251,TH,2,2,"1,440",312.5,Residential,Attached,1963,"4,617",Community,660,N,,BASEMENT Y/N: N,,"480,000","450,000",,Yes,,0,1,Conventional,Fixed,0,$,0,$
85251,AF,3,3,"2,400",254.17,Residential,Stacked,1974,225,Community,440,N,,BASEMENT Y/N: N,,"650,000","610,000",,Yes,,2,0,Cash,Fixed,0,$,500,$
85251,AF,1,1,627,402.71,Residential,Stacked,1972,56,Community,300,N,,BASEMENT Y/N: N,,"254,900","252,500",,Yes,,0,1,Conventional,Fixed,3,%,0,$
85251,TH,2,2.5,"1,704",243.54,Residential,Attached,1971,"2,160",Community,306.25,N,,BASEMENT Y/N: N,,"425,000","415,000",,Yes,,0,2,Conventional,Fixed,0,$,0,$
85251,SF,2,2,"1,893",375.07,Residential,Detached,1955,"6,109",None,269,N,,BASEMENT Y/N: N,,"750,000","710,000",,Yes,,1,0,Cash,Fixed,0,$,0,$
85251,SF,4,2,"1,761",406.02,Residential,Detached,1958,"10,488",Private,400,N,,BASEMENT Y/N: N,,"719,900","715,000",,Yes,,0,1,Conventional,Fixed,0,$,6000,$
85251,AF,1,1.5,870,339.08,Residential,Attached,1984,909,Community,500,N,,BASEMENT Y/N: N,,"295,000","295,000",,Yes,,1,0,Other,Fixed,0,$,750,$
85251,AF,1,1,656,342.98,Residential,Stacked,1962,711,Community,238.77,N,,BASEMENT Y/N: N,,"239,900","225,000",,Yes,,0,0,Conventional,Fixed,0,$,0,$
85251,TH,2,2,"1,170",243.58,Residential,Attached,1971,"1,284",Community,241.83,N,,BASEMENT Y/N: N,,"299,500","285,000",,Yes,,0,1,Cash,Balloon,0,$,0,$
85251,AF,2,2,955,298.42,Residential,Stacked,1979,889,Community,640.71,N,,BASEMENT Y/N: N,,"310,000","285,000",,Yes,,0,1,Cash,Other,0,$,1000,$
85251,TH,2,1.5,"1,112",283.27,Residential,Attached,1969,576,Community,169,N,,BASEMENT Y/N: N,,"349,900","315,000",,Yes,,0,1,Cash,Fixed,0,$,0,$
85251,AF,2,2,"1,130",383.19,Residential,Stacked,1982,110,Community,197,N,,BASEMENT Y/N: N,,"440,000","433,000",,Yes,,0,1,Other,Fixed,0,$,550,$
85251,AF,1,1,889,663.66,Residential,Stacked,2008,855,None,169,N,,BASEMENT Y/N: N,,"620,000","590,000",,Yes,,1,0,Other,Fixed,0,$,7500,$
85251,TH,4,3,"3,169",599.55,Residential,Detached,1991,"4,692",Both,677.58,N,,BASEMENT Y/N: N,,"1,900,000","1,900,000",,Yes,,2,0,Cash,Other,0,$,0,$
85251,AF,2,2,"1,170",341.02,Residential,Stacked,1971,"1,435",Community,295,N,,BASEMENT Y/N: N,,"399,000","399,000",,Yes,,0,1,Conventional,Fixed,0,$,9173.04,$
85251,SF,3,2,"1,358",463.92,Residential,Detached,1969,"8,258",Private,650,N,,BASEMENT Y/N: N,,"637,000","630,000",,Yes,,0,2,Other,Fixed,0,$,0,$
85251,AF,2,2,"1,138",307.56,Residential,Stacked,1970,"1,490",Community,1447,N,,BASEMENT Y/N: N,,"359,000","350,000",,Yes,,0,1,Cash,Fixed,0,$,0,$
85251,AF,1,1,627,279.11,Residential,Stacked,1972,59,Community,762,N,,BASEMENT Y/N: N,,"205,900","175,000",,Yes,,0,1,Cash,Fixed,6087,$,0,$
85251,TH,2,1.5,904,406.52,Residential,Attached,1971,840,Community,1037,N,,BASEMENT Y/N: N,,"375,000","367,500",,Yes,,0,1,Conventional,Fixed,0,$,0,$
85251,AF,1,1,725,372.41,Residential,Stacked,1979,656,Community,400,N,,BASEMENT Y/N: N,,"270,000","270,000",,Yes,,0,1,Other,Fixed,0,$,0,$
85251,AF,2,2,"1,114",381.51,Residential,Stacked,1987,"1,114",Community,230,N,,BASEMENT Y/N: N,,"425,000","425,000",,Yes,,0,1,Conventional,Fixed,0,%,750,$
85251,TH,2,1.5,986,329.61,Residential,Attached,1974,52,Community,544.19,Y,,BASEMENT Y/N: N,,"335,000","325,000",,,,0,1,Cash,Fixed,0,$,0,$
85251,AF,2,2,"1,020",284.31,Residential,Stacked,1974,103,Community,575.14,Y,,BASEMENT Y/N: N,,"297,949","290,000",,,,0,1,Conventional,Other,0,%,3,%
85251,AF,2,2,"1,369",291.94,Residential,Stacked,1974,900,Community,850,N,,BASEMENT Y/N: N,,"407,500","399,660",,,,1,0,Cash,Fixed,0,$,0,$
85251,TH,2,1.5,900,505.55,Residential,Attached,1972,440,Community,330,N,,BASEMENT Y/N: N,,"465,000","455,000",,,,0,2,Conventional,Fixed,0,%,3,%
85251,SF,4,2,"2,332",414.87,Residential,Detached,1968,"9,492",Private,2727.65,N,,BASEMENT Y/N: N,,"995,000","967,500",,,,2,0,Cash,Fixed,0,$,0,$
85251,TH,2,1.25,919,304.68,Residential,Attached,1979,888,Community,290,N,,BASEMENT Y/N: N,,"280,000","280,000",,,,0,1,FHA,Fixed,0,%,3000,$
85251,TH,2,2,900,444.44,Residential,Attached,1972,42,Community,350,N,,BASEMENT Y/N: N,,"400,000","400,000",,,,0,2,Other,Fixed,0,$,0,$
85251,SF,4,3.5,"3,233",617.07,Residential,Detached,1955,"13,186",Private,300,N,,BASEMENT Y/N: N,,"1,995,000","1,995,000",,,,2,0,Cash,Fixed,0,$,0,$
85251,TH,3,1.75,"1,822",241.49,Residential,Attached,1969,157,Community,100,Y,,BASEMENT Y/N: N,,"450,000","440,000",,,,0,1,Cash,Fixed,0,$,0,$
85251,TH,3,2.5,"2,838",362.4,Residential,Attached,1995,"7,231",Community,321,N,,BASEMENT Y/N: N,,"1,015,000","1,028,500",,,,2,0,Cash,Other,0,$,0,$
85251,TH,2,2,"1,731",259.97,Residential,Attached,1966,"5,710",Community,7369.68,N,,BASEMENT Y/N: N,,"530,000","450,000",,,,0,2,Cash,Fixed,0,%,0,%
85251,AF,2,2,"1,781",892.75,Residential,Stacked,2009,"1,777",Community,347.4,N,,BASEMENT Y/N: N,,"1,590,000","1,590,000",,,,2,0,Cash,Graduated,0,$,0,$
85251,PH,2,2,"1,440",346.18,Residential,Attached,1963,"4,445",Community,975,N,,BASEMENT Y/N: N,,"498,500","498,500",,,,0,2,Conventional,Fixed,0,$,0,$
85251,SF,3,2,"1,416",406.87,Residential,Detached,1960,"6,450",Private,98,N,,BASEMENT Y/N: N,,"590,000","576,125",,,,1,2,FHA,Other,0,$,0,$
85251,PH,3,2,"2,289",216.25,Residential,Attached,1979,137,Community,1021.9,Y,,BASEMENT Y/N: N,,"499,000","495,000",,,,0,2,Other,Fixed,0,$,0,$
85251,SF,4,3,"3,418",253.07,Residential,Detached,1969,"12,664",Private,470.92,N,,BASEMENT Y/N: N,,"920,000","865,000",,,,2,0,Cash,Fixed,0,%,0,%
85251,AF,2,2,955,345.54,Residential,Stacked,1979,889,Community,98,N,,BASEMENT Y/N: N,,"339,000","330,000",,,,0,1,Cash,Fixed,5000,$,0,$
85251,SF,3,2,"2,204",431.03,Residential,Detached,1967,"22,011",None,880.04,N,,BASEMENT Y/N: N,,"899,000","950,000",,,,1,2,Cash,Fixed,0,$,0,$
85251,SF,4,4,"3,593",723.62,Residential,Detached,1970,"15,883",Private,531.76,N,,BASEMENT Y/N: N,,"2,795,000","2,600,000",,,,2,0,Cash,Other,0,$,0,$
85251,TH,2,1,990,217.17,Residential,Attached,1973,953,Community,315.21,N,,BASEMENT Y/N: N,,"214,900","215,000",,,,0,1,Cash,Other,0,%,0,%
85251,AF,2,2,"1,066",392.12,Residential,Stacked,1971,125,Community,108,N,,BASEMENT Y/N: N,,"415,000","418,000",,,,0,0,Cash,Fixed,0,$,0,$
85251,SF,3,2,"2,619",420,Residential,Detached,1962,"12,000",None,98,N,,BASEMENT Y/N: N,,"1,100,000","1,100,000",,,,2,0,Cash,Other,0,$,0,$
85251,AF,2,2,"1,200",250,Residential,Stacked,1974,"1,181",Community,235,N,,BASEMENT Y/N: N,,"300,000","300,000",,,,1,0,Cash,Other,3,%,0,$
85251,SF,4,6,"5,900",912.55,Residential,Detached,2024,"46,672",Private,300,N,,BASEMENT Y/N: N,,"5,200,000","5,384,048",,,,4,0,Cash,Fixed,0,$,0,$
85251,SF,4,2,"1,993",351.22,Residential,Detached,1971,"8,113",Private,108,N,,BASEMENT Y/N: N,,"725,000","700,000",,,,2,0,Cash,Fixed,0,$,10000,$
85253,TH,2,2.5,"1,878","1,091.59",Residential,Attached,1985,"3,847",Community,231.5,N,,BASEMENT Y/N: N,,"2,100,000","2,050,000",,,,0,1,Other,Fixed,0,$,0,$
85253,SF,5,3.5,"4,169",371.79,Residential,Detached,1992,"10,070",Private,108,N,,BASEMENT Y/N: Y,,"1,700,000","1,550,000",,,,3,0,Other,Other,0,$,50000,$
85253,SF,5,3,"2,986",485.59,Residential,Detached,1972,"48,090",Private,248,N,,BASEMENT Y/N: N,,"1,599,999","1,450,000",,,,0,2,Other,Fixed,0,$,0,$
85253,SF,5,5.5,"6,265",493.61,Residential,Detached,2002,"43,618",Private,108,N,,BASEMENT Y/N: N,,"3,375,000","3,092,484",,,,3,0,Conventional,Other,0,$,0,$
85253,SF,4,7,"5,615","1,015.13",Residential,Detached,1980,"45,903",Private,108,N,,BASEMENT Y/N: N,,"5,588,888","5,700,000",,,,3,0,Conventional,Balloon,0,$,0,$
85253,TH,2,2,"1,328",494.73,Residential,Attached,1975,"6,794",Community,271,N,,BASEMENT Y/N: N,,"700,000","657,000",,,,2,0,Cash,Fixed,0,$,0,$
85253,SF,4,3,"2,548",784.93,Residential,Detached,1960,"41,553",Private,108,N,,BASEMENT Y/N: N,,"2,400,000","2,000,000",,,,2,0,Conventional,Fixed,0,$,0,$
85253,SF,5,4.5,"3,628",895.81,Residential,Detached,1959,"17,874",Private,440,N,,BASEMENT Y/N: N,,"3,497,000","3,250,000",,,,2,0,Cash,Fixed,0,$,0,$
85253,SF,5,4,"3,900",705.12,Residential,Detached,1975,"34,677",Private,40.95,N,,BASEMENT Y/N: N,,"3,200,000","2,750,000",,,,3,0,Conventional,Other,0,$,0,$
85253,TH,2,2,"1,618",322.93,Residential,Attached,2008,844,Community,295,N,,BASEMENT Y/N: N,,"530,000","522,500",,,,2,0,Conventional,Fixed,0,%,2,%
85253,SF,4,4.5,"4,507",574.66,Residential,Detached,1978,"49,458",Private,108,N,,BASEMENT Y/N: N,,"2,590,000","2,590,000",,,,3,0,Conventional,Fixed,0,$,0,$
85253,SF,4,3,"2,983",717.39,Residential,Detached,2016,"19,981",Private,108,N,,BASEMENT Y/N: N,,"2,250,000","2,140,000",,,,3,0,Conventional,Fixed,0,%,0,%
85253,SF,3,2,"1,854",927.72,Residential,Detached,1972,"34,706",Private,43.25,N,,BASEMENT Y/N: N,,"1,700,000","1,720,000",,,,2,0,Cash,Fixed,0,$,0,$
85253,AF,1,1,638,426.02,Residential,Stacked,1989,638,Community,220,N,,BASEMENT Y/N: N,,"271,800","271,800",,,,0,1,Carryback,Fixed,0,$,0,$
85253,SF,3,3,"5,448",509.36,Residential,Detached,1967,"64,933",Private,108,N,,BASEMENT Y/N: N,,"3,100,000","2,775,000",,,,3,0,Cash,Fixed,0,$,0,$
85253,SF,3,2.5,"2,416",693.29,Residential,Detached,1971,"16,014",Private,108,N,,BASEMENT Y/N: N,,"1,700,000","1,675,000",,,,2,0,Conventional,Other,0,%,0,%
85253,AF,2,2,"1,054",373.34,Residential,Stacked,1995,625,Community,248,N,,BASEMENT Y/N: N,,"425,000","393,500",,,,0,1,Cash,Other,0,$,0,$
85253,SF,4,3.5,"3,888",643,Residential,Detached,1974,"45,366",Private,235,N,,BASEMENT Y/N: N,,"2,500,000","2,500,000",,,,2,0,Cash,Fixed,0,%,0,%
85253,SF,5,6,"4,800",677.08,Residential,Detached,2007,"7,796",Community,108,N,,BASEMENT Y/N: N,,"3,200,000","3,250,000",,,,2,0,Cash,Fixed,0,$,0,$
85253,TH,2,2,"1,533",270.71,Residential,Attached,1986,92,Community,235,N,,BASEMENT Y/N: N,,"415,000","415,000",,,,0,1,Cash,Other,0,$,10000,$
85253,TH,2,2,"1,833",602.95,Residential,Attached,1971,"3,023",Community,1664,N,,BASEMENT Y/N: N,,"1,125,000","1,105,200",,,,2,0,Cash,Other,0,$,0,$
85253,SF,6,8,"6,800","1,381.05",Residential,Detached,2023,"45,553",Private,253.5,N,,BASEMENT Y/N: N,,"9,391,112","9,391,112",,,,4,0,Other,Fixed,0,$,0,$
85254,TH,3,2.5,"1,954",335.91,Residential,Attached,2022,"2,543",Community,245,N,,BASEMENT Y/N: N,,"689,920","656,371",,,,2,0,Cash,Other,0,$,0,$
85254,AF,2,2.5,"1,579",867.64,Residential,Stacked,2021,"1,579",Community,784,N,,BASEMENT Y/N: N,,"1,430,000","1,370,000",,,,2,0,Cash,Other,0,$,0,$
85254,SF,4,3,"3,006",665.34,Residential,Detached,1978,"27,796",Private,400,N,,BASEMENT Y/N: N,,"1,950,000","2,000,000",,,,3,0,Other,Fixed,0,$,0,$
85254,AF,1,1,738,914.63,Residential,Stacked,2018,740,Community,940.7,N,,BASEMENT Y/N: N,,"675,000","675,000",,,,1,0,Cash,Fixed,0,%,0,%
85254,TH,3,2.5,"2,149",293.15,Residential,Attached,2023,"2,550",Community,1800,N,,BASEMENT Y/N: N,,"629,990","629,990",,,,2,0,Conventional,Fixed,0,$,22236.64,$
85254,SF,4,2.5,"2,632",350.87,Residential,Detached,1989,"9,933",Private,250,N,,BASEMENT Y/N: N,,"949,000","923,500",,,,3,0,Conventional,Other,0,$,0,$
85254,SF,5,2.5,"2,028",398.91,Residential,Detached,1979,"9,560",Private,589.95,N,,BASEMENT Y/N: N,,"809,000","809,000",,,,2,0,Conventional,Other,0,$,4,%
85254,SF,5,3.5,"3,570",401.96,Residential,Detached,1972,"25,975",Private,193,N,,BASEMENT Y/N: N,,"1,550,000","1,435,000",,,,6.5,0,Conventional,Fixed,0,$,0,$
85254,SF,4,2.5,"2,758",380.71,Residential,Detached,1984,"10,201",Private,336,N,,BASEMENT Y/N: N,,"1,050,000","1,050,000",,,,2,0,Conventional,Fixed,0,$,20000,$
85254,SF,3,2,"2,053",331.71,Residential,Detached,1978,"9,828",None,316,N,,BASEMENT Y/N: N,,"725,000","681,000",,,,2,0,Conventional,Other,0,$,10000,$
85254,AF,2,2,"1,386",892.5,Residential,Stacked,2021,"1,387",Community,141,N,,BASEMENT Y/N: N,,"1,275,000","1,237,000",,,,2,0,Conventional,Fixed,0,$,2000,$
85254,AF,1,1,773,"1,009.05",Residential,Stacked,2021,776,Community,442.92,N,,BASEMENT Y/N: N,,"819,900","780,000",,,,1,0,Cash,Other,0,$,0,$
85254,AF,2,2,972,451.65,Residential,Stacked,1994,969,Community,250,N,,BASEMENT Y/N: N,,"439,000","439,000",,,,0,1,Carryback,Fixed,0,$,0,$
85254,SF,6,3,"4,662",319.6,Residential,Detached,1971,"24,753",Private,1030,N,,BASEMENT Y/N: N,,"1,590,000","1,490,000",,,,2,0,Conventional,Fixed,0,$,0,$
85254,SF,3,2,"1,901",410.31,Residential,Detached,1979,"10,557",Private,338,N,,BASEMENT Y/N: N,,"814,900","780,000",,,,2,0,Conventional,Other,0,$,0,$
85254,SF,3,2,"1,944",416.67,Residential,Detached,1973,"11,088",Private,175.45,N,,BASEMENT Y/N: N,,"799,900","810,000",,,,2,0,Conventional,Other,0,$,0,$
85254,SF,3,2,"1,512",418.65,Residential,Detached,1984,"6,899",None,370,N,,BASEMENT Y/N: N,,"639,900","633,000",,,,2,0,Conventional,Other,0,$,0,$
85254,SF,2,2.75,"2,451",319.26,Residential,Detached,1991,"8,165",None,450,N,,BASEMENT Y/N: N,,"809,000","782,500",,,,2,0,Cash,Other,0,$,0,$
85254,TH,3,2.5,"2,143",289.27,Residential,Attached,2023,"2,550",Community,141,N,,BASEMENT Y/N: N,,"619,990","619,900",,,,2,0,Conventional,Fixed,0,$,22737.7,$
85254,SF,4,2.5,"2,501",599.76,Residential,Detached,1977,"15,691",Private,450.72,N,,BASEMENT Y/N: N,,"1,549,990","1,500,000",,,,2,0,Cash,Other,0,$,13000,$
85254,SF,4,2.5,"2,169",495.16,Residential,Detached,1974,"10,643",Private,359.25,N,,BASEMENT Y/N: N,,"1,099,000","1,074,000",,,,2,0,Conventional,Other,0,$,0,$
85254,TH,4,2.5,"2,311",287.75,Residential,Attached,2023,"2,770",Community,330,N,,BASEMENT Y/N: N,,"664,990","664,990",,,,2,0,Conventional,Fixed,0,$,19499.7,$
85254,SF,4,2.5,"2,746",528.04,Residential,Detached,1983,"19,749",Private,318,N,,BASEMENT Y/N: N,,"1,399,000","1,450,000",,,,2,0,Cash,Other,0,%,1,%
85254,SF,4,2.5,"3,199",312.6,Residential,Detached,1997,"7,452",Private,510,N,,BASEMENT Y/N: N,,"1,050,000","1,000,000",,,,3,0,Conventional,Fixed,25000,$,0,$
85254,SF,6,3.5,"4,420",497.74,Residential,Detached,1985,"18,235",Private,1800,N,,BASEMENT Y/N: Y,,"2,200,000","2,200,000",,,,3,0,Conventional,Fixed,0,$,10000,$
85254,TH,1,1,713,469.84,Residential,Attached,1985,746,Community,86,N,,BASEMENT Y/N: N,,"339,900","335,000",,,,1,0,Conventional,Other,1,%,1,%
85254,SF,6,6,"5,222",280.54,Residential,Detached,1976,"11,804",Private,319.6,N,,BASEMENT Y/N: N,,"1,495,000","1,465,000",,,,2,0,Conventional,Other,0,$,2000,$
85254,SF,3,2,"1,949",364.29,Residential,Detached,1983,"9,950",None,505,N,,BASEMENT Y/N: N,,"725,000","710,000",,,,2,0,Conventional,Other,0,$,0,$
85254,SF,4,3,"3,018",425.77,Residential,Detached,1985,"10,041",Private,272,N,,BASEMENT Y/N: N,,"1,285,000","1,285,000",,,,3,0,Cash,,0,$,0,$
85254,TH,4,2.5,"2,311",285.59,Residential,Attached,2023,"2,550",Community,169.56,N,,BASEMENT Y/N: N,,"659,990","659,990",,,,2,0,Conventional,,0,$,18899.7,$
85254,SF,5,3.5,"3,247",263.31,Residential,Detached,1994,"8,155",Private,450,N,,BASEMENT Y/N: N,,"899,000","855,000",,,,3,0,Cash,,0,$,0,$
85254,SF,3,2,"1,952",397.03,Residential,Detached,1998,"5,407",Community,1723.12,N,,BASEMENT Y/N: N,,"804,750","775,000",,,,2,0,Conventional,,0,$,6000,$
85254,SF,4,3.5,"2,475",331.31,Residential,Detached,2023,"3,861",Community,145,N,,BASEMENT Y/N: N,,"861,990","820,000",,,,2,0,Conventional,,0,$,10000,$
85254,SF,4,2.5,"3,136",371.49,Residential,Detached,1997,"12,562",Private,147,N,,BASEMENT Y/N: N,,"1,295,000","1,165,000",,,,3,0,Other,,0,$,0,$
85254,SF,4,3.5,"3,264",428.92,Residential,Detached,1987,"10,389",Private,250,N,,BASEMENT Y/N: N,,"1,425,000","1,400,000",,,,2,0,Cash,,0,$,0,$
85254,TH,3,2.5,"2,143",293.98,Residential,Attached,2023,"2,550",Community,450.7,N,,BASEMENT Y/N: N,,"649,990","629,990",,,,2,0,Conventional,,0,$,20070.64,$
85254,TH,3,2.5,"2,143",293.98,Residential,Attached,2023,"2,550",Community,264,N,,BASEMENT Y/N: N,,"629,990","629,990",,,,2,0,Conventional,,0,$,17391.04,$
85254,SF,5,3,"3,551",302.73,Residential,Detached,1978,"17,699",Private,4500,N,,BASEMENT Y/N: N,,"1,099,000","1,075,000",,,,2,1,Conventional,,0,$,25000,$
85254,TH,2,1,784,371.17,Residential,Attached,1984,798,None,159,N,,BASEMENT Y/N: N,,"299,500","291,000",,,,0,1,Conventional,,0,%,0,%
85254,SF,4,2,"2,154",387.65,Residential,Detached,1989,"14,268",Private,261,N,,BASEMENT Y/N: N,,"835,000","835,000",,,,3,0,Conventional,,0,$,12000,$
85254,TH,3,2.5,"2,143",291.64,Residential,Attached,2023,"2,596",Community,192.61,N,,BASEMENT Y/N: N,,"624,990","624,990",,,,2,0,Conventional,,0,$,22139.44,$
85254,SF,3,2,"1,793",407.13,Residential,Detached,1992,"8,387",Private,394.7,N,,BASEMENT Y/N: N,,"750,000","730,000",,,,2,0,Conventional,,0,$,500,$
85254,AF,2,2,"1,340",475.37,Residential,Attached,1998,155,Community,147,N,,BASEMENT Y/N: N,,"665,000","637,000",,,,2,0,Cash,,0,$,0,$
85254,SF,4,2.5,"3,142",431.25,Residential,Detached,1997,"11,715",Private,319.6,N,,BASEMENT Y/N: N,,"1,399,900","1,355,000",,,,3,0,Conventional,,0,$,20000,$
85254,SF,4,2,"2,157",380.16,Residential,Detached,1972,"23,840",Private,382.55,N,,BASEMENT Y/N: N,,"875,000","820,000",,,,3,0,Cash,,0,$,0,$
85254,SF,3,2,"2,204",292.65,Residential,Detached,1975,"10,642",None,349,N,,BASEMENT Y/N: N,,"719,500","645,000",,,,2,1,Other,,0,$,0,$
85254,AF,3,2,"1,194",332.49,Residential,Stacked,1995,"11,148",Community,148,N,,BASEMENT Y/N: N,,"397,000","397,000",,,,0,1,Conventional,,0,$,7000,$
85254,TH,3,2.5,"2,143",300.98,Residential,Attached,2023,"2,745",Community,414.69,N,,BASEMENT Y/N: N,,"649,990","644,990",,,,2,0,Conventional,,0,$,23485.44,$
85254,TH,3,2.5,"2,143",293.98,Residential,Attached,2023,"2,550",Community,141,N,,BASEMENT Y/N: N,,"629,990","629,990",,,,2,0,Conventional,,0,$,18021,$
85254,SF,4,2,"2,685",458.1,Residential,Detached,1974,"24,171",Private,888,N,,BASEMENT Y/N: N,,"1,298,000","1,230,000",,,,2,0,Conventional,,0,$,0,$
85254,SF,3,2,"2,114",348.15,Residential,Detached,1974,"11,347",Private,339,N,,BASEMENT Y/N: N,,"735,000","736,000",,,,0,2,Cash,,0,$,0,$
85254,SF,3,2,"1,976",315.28,Residential,Detached,1974,"11,480",None,244.2,N,,BASEMENT Y/N: N,,"670,000","623,000",,,,2,0,Cash,,0,$,0,$
85254,SF,3,2,"2,038",360.64,Residential,Detached,1974,"11,399",Private,366,N,,BASEMENT Y/N: N,,"730,000","735,000",,,,0,2,Cash,,0,$,0,$
85254,SF,5,2,"2,349",372.49,Residential,Detached,1988,"7,634",Private,214.7,N,,BASEMENT Y/N: N,,"875,000","875,000",,,,2,0,Conventional,,0,%,2,%
85254,SF,4,4,"3,378",485.49,Residential,Detached,1978,"48,674",Private,125,N,,BASEMENT Y/N: N,,"1,690,444","1,640,000",,,,0,3,Conventional,,0,$,0,$
85254,TH,2,2.5,"1,268",307.57,Residential,Attached,1986,652,Community,246.42,N,,BASEMENT Y/N: N,,"400,000","390,000",,,,2,0,Cash,,0,$,0,$
85254,SF,4,2,"1,592",562.19,Residential,Detached,1985,"12,621",Private,429,N,,BASEMENT Y/N: N,,"895,000","895,000",,,,2,0,Conventional,,0,$,16000,$
85254,SF,4,3.5,"2,475",349.89,Residential,Detached,2021,"4,250",Community,338,N,,BASEMENT Y/N: N,,"866,000","866,000",,,,2,0,Conventional,,0,$,10000,$
85254,SF,3,2.5,"1,832",412.11,Residential,Detached,2021,"4,250",Community,500,N,,BASEMENT Y/N: N,,"755,000","755,000",,,,2,0,Conventional,,0,$,10000,$
85254,SF,4,3.5,"4,281",420.46,Residential,Detached,1995,"9,831",Private,230,N,,BASEMENT Y/N: Y,,"1,850,000","1,800,000",,,,3,0,Conventional,,0,$,0,$
85254,SF,3,2,"1,671",580.49,Residential,Detached,1995,"7,627",Private,370,N,,BASEMENT Y/N: N,,"989,000","970,000",,,,2,0,Cash,,0,$,0,$
85254,SF,3,2,"2,158",389.24,Residential,Detached,1996,"8,258",Private,366,N,,BASEMENT Y/N: N,,"879,000","840,000",,,,3,0,Conventional,,0,$,0,$
85254,SF,4,3,"2,025",394.37,Residential,Detached,2022,"5,400",Community,86,N,,BASEMENT Y/N: N,,"799,900","798,600",,,,2,0,Conventional,,0,$,0,$
85254,SF,3,2,"1,946",387.97,Residential,Detached,1974,"10,680",None,147,N,,BASEMENT Y/N: N,,"775,000","755,000",,,,2,0,Cash,,0,$,0,$
85254,SF,4,3.5,"2,376",315.65,Residential,Detached,1974,"15,007",Private,86,N,,BASEMENT Y/N: Y,,"815,000","750,000",,,,2,0,Cash,,0,%,0,%
85254,SF,5,3,"2,622",364.99,Residential,Detached,1996,"15,736",None,784,N,,BASEMENT Y/N: N,,"689,000","957,000",,,,3,0,Cash,,0,$,0,$
85254,SF,4,2,"2,426",416.32,Residential,Detached,1997,"7,641",Private,1649.4,N,,BASEMENT Y/N: N,,"999,900","1,010,000",,,,3,0,Conventional,,0,$,0,$
85254,AF,3,3,"2,232","1,433.69",Residential,Stacked,2018,"2,233",Community,400,N,,BASEMENT Y/N: N,,"3,200,000","3,200,000",,,,3,0,Other,,0,$,500,$
85254,SF,4,2,"1,778",441.5,Residential,Detached,1983,"9,759",Private,141,N,,BASEMENT Y/N: N,,"789,000","785,000",,,,2,0,Cash,,0,$,0,$
85254,TH,2,1.5,959,367.04,Residential,Attached,1986,518,Community,304.5,N,,BASEMENT Y/N: N,,"354,900","352,000",,,,0,1,Cash,,0,$,0,%
85254,SF,5,3,"2,940",404.76,Residential,Detached,1976,"16,215",Private,544.75,N,,BASEMENT Y/N: N,,"1,200,000","1,190,000",,,,2,0,Conventional,,0,$,10000,$
85254,SF,3,2,"2,054",345.67,Residential,Detached,1977,"10,717",Private,399,N,,BASEMENT Y/N: N,,"699,900","710,000",,,,2,0,Cash,,0,$,33600,$
85255,SF,3,4.5,"4,650",642.12,Residential,Detached,2023,"38,931",None,,N,,BASEMENT Y/N: N,,"2,985,836","2,985,836",,,,4,0,Cash,,0,$,0,$
85255,TH,4,4,"2,722",556.39,Residential,Attached,2022,"5,097",Community,,N,,BASEMENT Y/N: N,,"1,396,995","1,514,503",,,,2,0,Conventional,,0,$,0,$
85255,AF,3,2,"1,585",362.77,Residential,Attached,2005,"1,622",Community,,N,,BASEMENT Y/N: N,,"597,500","575,000",,,,2,0,Conventional,,0,$,0,$
85255,TH,3,4,"2,728",549.85,Residential,Attached,2022,"5,784",Both,,N,,BASEMENT Y/N: N,,"1,550,000","1,500,000",,,,2,0,Conventional,,0,$,0,$
85255,SF,4,5,"6,469",618.33,Residential,Detached,1988,"42,306",Both,,N,,BASEMENT Y/N: N,,"4,250,000","4,000,000",,,,3,0,Other,,0,$,0,$
85255,SF,3,2,"2,490",417.67,Residential,Detached,1994,"36,879",Private,,N,,BASEMENT Y/N: N,,"1,050,000","1,040,000",,,,2,0,Conventional,,0,$,0,%
85255,SF,5,5.5,"5,150",757.28,Residential,Detached,2013,"25,610",Both,,N,,BASEMENT Y/N: N,,"4,000,000","3,900,000",,,,3,0,Cash,,0,$,0,$
85255,TH,3,3,"2,240",408.48,Residential,Attached,2007,"4,895",Community,,N,,BASEMENT Y/N: N,,"899,999","915,000",,,,2,0,Carryback,,0,$,0,$
85255,SF,4,3,"3,128",441.18,Residential,Detached,2013,"6,350",Both,,N,,BASEMENT Y/N: N,,"1,399,999","1,380,000",,,,3,2,Conventional,,0,$,0,$
85255,SF,4,3.5,"3,397",338.53,Residential,Detached,2006,"8,259",Private,,N,,BASEMENT Y/N: N,,"1,150,000","1,150,000",,,,2,0,Conventional,,0,%,3.5,%
